gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,Yes,Yes,11.0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,  Bank transfer (automatic)  ,$82.03,$3699.95,No
Female,0,Yes,No,22.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,  Electronic check  ,$100.68,$1440.43,  No  
Male,0,Yes,No,27.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,  Credit card (automatic)  ,$92.9,$4000.45,no
Male,0,No,No,0.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,electronic check,$55.83,$1250.12,Yes
Male,0,No,No,68.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,  Mailed check  ,$22.46,$68.48,NO
Female,0,No,No,68.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,bank transfer (automatic),$110.08,$6341.51,no
Male,1,No,No,3.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,$84.81,$603.91,YES
Female,0,No,Yes,0.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed Check,$21.24,$nan,YES
Male,0,No,No,0.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,mailed check,$50.23,$-95.23,yes
Male,0,No,Yes,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),$20.4,$81.34,No
Male,0,Yes,Yes,9.0,Yes,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Bank Transfer (Automatic),$73.16,$4011.69,No
Male,0,No,No,70.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit Card (Automatic),$97.6,$899.27,YES
Male,0,No,No,0.0,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic Check,$94.92,$262.68,  Yes  
Male,0,Yes,No,16.0,Yes,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,credit card (automatic),$79.43,$4553.35,Yes
Female,0,Yes,Yes,68.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),$20.98,$512.44,  No  
Female,0,No,No,38.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,credit card (automatic),$77.46,$4489.35,YES
Female,0,Yes,No,74.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit Card (Automatic),$77.33,$7131.06,  Yes  
Female,0,No,No,22.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,One year,No,Credit card (automatic),$18.81,$1903.26,no
Male,0,No,No,70.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,bank transfer (automatic),$113.31,$nan,No
Male,0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,electronic check,$55.86,$116.56,yes
Female,0,No,No,25.0,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,electronic check,$87.6,$561.23,No
Male,0,Yes,No,21.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,CREDIT CARD (AUTOMATIC),$107.62,$3705.36,NO
Male,0,No,No,42.0,Yes,Yes,No,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,  Credit card (automatic)  ,$20.96,$1140.27,YES
Male,1,Yes,No,8.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,  Electronic check  ,$71.9,$351.77,YES
Female,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,MAILED CHECK,$21.24,$873.71,NO
Male,0,Yes,Yes,42.0,No,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed Check,$nan,$5983.21,No
Female,0,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,MAILED CHECK,$82.41,$nan,  Yes  
Female,0,No,No,-1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,  Electronic check  ,$72.12,$204.84,yes
Male,0,Yes,No,9.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,  Electronic check  ,$83.12,$5693.87,YES
Female,1,Yes,No,40.0,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),$21.57,$98.51,No
Female,0,Yes,Yes,49.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,electronic check,$78.63,$862.67,Yes
Female,1,Yes,No,41.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,electronic check,$23.39,$964.27,no
Female,0,No,No,37.0,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,ELECTRONIC CHECK,$104.44,$34.07,NO
Female,0,No,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed Check,$21.22,$23.4,no
Male,0,Yes,No,32.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,ELECTRONIC CHECK,$83.89,$195.46,yes
Female,0,Yes,No,1.0,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,CREDIT CARD (AUTOMATIC),$83.53,$1632.78,No
Female,0,Yes,Yes,24.0,No,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,CREDIT CARD (AUTOMATIC),$86.79,$2165.27,NO
Male,0,Yes,Yes,65.0,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No,Two year,No,credit card (automatic),£89.15,£5760.37,no
Male,0,No,No,47.0,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit Card (Automatic),$20.9,$1117.54,NO
Female,0,No,No,70.0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,  Credit card (automatic)  ,$50.17,$6398.63,No
Female,0,No,No,30.0,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,No,CREDIT CARD (AUTOMATIC),$44.15,$2123.64,No
Female,0,Yes,Yes,55.0,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,ELECTRONIC CHECK,$89.24,$4923.25,NO
Female,0,Yes,No,55.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit Card (Automatic),$95.2,$6494.15,No
Male,0,No,No,45.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,  Electronic check  ,$99.45,$4743.73,NO
Female,0,No,No,42.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic Check,$67.88,$2004.09,Yes
Male,0,No,No,69.0,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,No,credit card (automatic),$57.56,$6928.07,no
Male,0,No,No,10.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,mailed check,$77.77,$1694.14,yes
Male,0,No,No,56.0,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,No,One year,Yes,bank transfer (automatic),$21.67,$5870.97,no
Male,0,No,No,-1.0,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,  Mailed check  ,$54.5,$-72.54,NO
Male,0,Yes,No,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,CREDIT CARD (AUTOMATIC),$23.7,$1107.57,no
Male,0,No,No,4.0,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,  Electronic check  ,$53.43,$nan,  Yes  
Male,0,Yes,No,70.0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,$91.4,$nan,no
Female,0,No,No,0.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,mailed check,$80.1,$-27.76,YES
Male,0,No,No,62.0,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,Yes,Month-to-month,No,CREDIT CARD (AUTOMATIC),$91.09,$3866.44,no
Female,0,No,No,47.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank Transfer (Automatic),$78.25,$7875.86,no
Female,0,No,No,68.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank Transfer (Automatic),$21.86,$nan,  No  
Male,0,Yes,No,35.0,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,BANK TRANSFER (AUTOMATIC),$54.71,$25.37,  No  
Female,0,No,No,6.0,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,ELECTRONIC CHECK,$51.61,$258.55,Yes
Male,1,No,No,,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,  Electronic check  ,$81.03,$205.49,  Yes  
Female,0,Yes,Yes,44.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,$101.36,$3912.65,No
Female,0,No,No,2.0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed Check,$51.65,$801.5,no
Female,0,No,No,0.0,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,$46.05,$735.1,  Yes  
Female,1,No,No,32.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,$106.55,$4835.09,NO
Male,0,Yes,No,66.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit Card (Automatic),$23.98,$819.27,NO
Female,0,No,No,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,bank transfer (automatic),$20.92,$234.38,  No  
Female,0,Yes,No,41.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,ELECTRONIC CHECK,$78.87,$3902.4,  No  
Female,0,No,Yes,2.0,Yes,No,No,No internet service,No,No internet service,No internet service,No,No,Two year,No,MAILED CHECK,$19.72,$134.44,Yes
Male,0,No,No,23.0,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,  Credit card (automatic)  ,$57.38,$nan,no
Male,0,Yes,Yes,71.0,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,CREDIT CARD (AUTOMATIC),$82.09,$6788.78,NO
Male,1,No,No,69.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,credit card (automatic),$24.53,$903.4,No
Male,0,Yes,Yes,47.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,$78.33,$880.64,NO
Male,0,Yes,Yes,68.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),$21.47,$nan,No
Female,0,No,No,0.0,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,  Bank transfer (automatic)  ,$80.23,$273.44,yes
Male,0,No,No,1.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic Check,$79.6,$-37.38,  Yes  
Male,0,No,No,12.0,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic Check,$49.32,$175.6,no
Male,0,Yes,Yes,69.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,  Bank transfer (automatic)  ,$91.0,$6726.75,NO
Male,0,Yes,No,38.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,credit card (automatic),$100.98,$5364.17,NO
Male,0,Yes,No,69.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit Card (Automatic),$23.6,$544.57,  No  
Female,0,Yes,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit Card (Automatic),$20.64,$-25.23,no
Female,0,No,Yes,70.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit Card (Automatic),$20.62,$717.46,NO
Male,0,No,Yes,0.0,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,CREDIT CARD (AUTOMATIC),$47.59,$3445.57,No
Female,0,No,No,0.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,MAILED CHECK,$43.18,$373.63,yes
Male,0,No,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,credit card (automatic),$20.08,$1165.63,NO
Male,0,Yes,No,,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,  Credit card (automatic)  ,$74.05,$4032.09,Yes
Female,0,No,No,25.0,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,CREDIT CARD (AUTOMATIC),$73.7,$4673.51,YES
Female,0,Yes,No,20.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,electronic check,$98.05,$2462.94,yes
Female,0,Yes,No,2.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,electronic check,$105.25,$3654.05,yes
Female,0,Yes,No,40.0,Yes,No,DSL,Yes,No,No internet service,Yes,No,No,Two year,No,  Credit card (automatic)  ,$85.7,$1329.52,No
Male,1,No,No,57.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),$23.74,$nan,  No  
Male,0,No,Yes,7.0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,  Credit card (automatic)  ,$64.36,$3679.85,No
Female,0,No,Yes,22.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),$22.49,$195.74,  No  
Female,0,Yes,No,4.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,electronic check,$23.92,$128.78,No
Male,0,Yes,No,31.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic Check,$53.13,$1096.78,  Yes  
Male,0,No,No,2.0,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,mailed check,$48.35,$47.87,  Yes  
Male,0,No,No,43.0,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),$62.26,$4528.15,No
Female,0,No,No,3.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic Check,$102.6,$101.88,Yes
Male,0,No,No,19.0,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,mailed check,$58.39,$205.19,  No  
Female,0,No,No,45.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed Check,$24.65,$579.19,No
Female,0,No,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,credit card (automatic),$21.8,$166.09,  No  
Male,0,No,Yes,69.0,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,No,  Credit card (automatic)  ,$53.45,$5115.35,YES
Male,0,Yes,No,42.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank Transfer (Automatic),$112.15,$nan,yes
Male,0,No,No,37.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,credit card (automatic),$23.13,$600.39,no
Male,0,No,No,59.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,CREDIT CARD (AUTOMATIC),$22.06,$767.2,No
Female,0,No,No,70.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),$95.66,$4000.31,No
Male,0,No,No,-1.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic Check,$93.32,$154.75,yes
Female,0,Yes,Yes,47.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank Transfer (Automatic),£24.14,£835.8,  No  
Male,0,No,No,4.0,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,mailed check,$36.12,$4.88,no
Female,0,No,No,,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed Check,£50.49,£nan,Yes
Male,1,No,No,56.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit Card (Automatic),$102.18,$7190.93,Yes
Male,0,No,No,2.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed Check,$51.63,$31.67,No
Female,0,No,No,1.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,electronic check,$71.85,$305.09,yes
Male,0,No,No,-1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,mailed check,$64.99,$187.53,  Yes  
Female,0,No,No,45.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,$88.66,$793.51,YES
Male,0,No,No,50.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,BANK TRANSFER (AUTOMATIC),$25.54,$1366.09,NO
Male,0,No,No,1.0,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic Check,$53.65,$nan,NO
Female,0,No,Yes,67.0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,CREDIT CARD (AUTOMATIC),$21.2,$4308.05,  No  
Male,1,No,No,53.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,  Mailed check  ,$24.84,$385.69,  No  
Female,0,No,Yes,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,MAILED CHECK,$23.24,$662.3,NO
Male,0,No,No,0.0,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,$56.67,$435.6,NO
Male,0,Yes,Yes,2.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic Check,$nan,$857.3,No
Male,0,Yes,Yes,73.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,  Bank transfer (automatic)  ,$104.47,$3709.03,  No  
Male,0,No,No,1.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,ELECTRONIC CHECK,$87.15,$56.71,Yes
Female,0,Yes,Yes,67.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank Transfer (Automatic),$85.48,$4269.65,no
Male,0,Yes,No,69.0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,bank transfer (automatic),$80.73,$nan,no
Male,1,No,No,26.0,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,CREDIT CARD (AUTOMATIC),$73.09,$5428.89,no
Female,0,Yes,No,68.0,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank Transfer (Automatic),$94.21,$5693.16,No
Male,0,No,No,-1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed Check,$23.32,$-9.09,Yes
Female,0,Yes,No,3.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,bank transfer (automatic),$83.22,$97.79,No
Female,0,No,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed Check,$22.35,$655.69,  No  
Male,1,Yes,Yes,68.0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,  Electronic check  ,$24.65,$3416.76,  No  
Female,1,Yes,No,68.0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,BANK TRANSFER (AUTOMATIC),$90.15,$2291.76,NO
Female,0,No,No,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,CREDIT CARD (AUTOMATIC),$23.07,$207.14,  No  
Male,0,Yes,No,70.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,credit card (automatic),$77.39,$6760.26,No
Female,0,No,No,25.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,ELECTRONIC CHECK,$91.94,$5306.48,Yes
Male,0,No,No,70.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,electronic check,$85.02,$nan,No
Female,0,No,No,12.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,electronic check,$48.08,$270.53,  Yes  
Female,0,No,No,0.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit Card (Automatic),$52.57,$95.04,Yes
Female,0,No,No,48.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit Card (Automatic),$24.49,$882.1,no
Female,0,Yes,Yes,71.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,CREDIT CARD (AUTOMATIC),$23.48,$969.16,No
Female,0,No,No,6.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit Card (Automatic),$83.73,$285.97,YES
Male,0,No,No,39.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,$90.39,$834.67,yes
Female,0,No,No,70.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,$61.25,$7059.65,No
Male,0,No,No,69.0,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,  Bank transfer (automatic)  ,$76.74,$5070.18,No
Male,0,Yes,No,31.0,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),$46.13,$4813.75,NO
Female,0,No,Yes,21.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic Check,$95.02,$nan,  Yes  
Female,0,Yes,Yes,69.0,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank Transfer (Automatic),$44.5,$4347.39,No
Female,0,Yes,Yes,46.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,$102.93,$4159.45,  No  
Male,0,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,$60.55,$143.3,YES
Male,0,Yes,No,2.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,  Bank transfer (automatic)  ,$20.12,$95.09,NO
Male,0,No,No,-1.0,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed Check,$48.06,$-56.24,No
Female,0,No,No,11.0,No,No phone service,DSL,No,No,No,No,Yes,No,One year,No,mailed check,$62.89,$222.6,yes
Female,0,Yes,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,  Bank transfer (automatic)  ,$19.51,$1277.36,  No  
Female,0,No,No,7.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),$16.76,$93.45,  No  
Male,1,No,No,45.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,MAILED CHECK,$82.33,$169.19,No
Male,0,Yes,No,70.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,  Mailed check  ,$nan,$949.67,No
Male,0,Yes,No,23.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,electronic check,$115.57,$6350.51,  No  
Female,0,No,No,0.0,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic Check,$50.29,$95.25,  No  
Female,0,No,No,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,$19.81,$-84.47,Yes
Male,0,No,No,-2.0,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,  Mailed check  ,$48.35,$nan,no
Female,0,No,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed Check,$19.73,$828.52,No
Female,0,No,Yes,39.0,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,$59.26,$nan,No
Male,1,No,No,10.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,electronic check,$93.04,$3061.82,Yes
Male,0,Yes,Yes,41.0,Yes,Yes,No,Yes,No,No,No,No internet service,No internet service,Two year,No,Bank Transfer (Automatic),$55.11,$4138.85,NO
Female,0,Yes,No,7.0,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,$56.96,$nan,NO
Male,0,Yes,No,29.0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),$50.35,$1339.81,NO
Male,0,Yes,No,69.0,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit Card (Automatic),$82.3,$2571.75,no
Female,0,Yes,No,34.0,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,electronic check,$105.29,$4303.1,yes
Female,0,No,No,14.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit Card (Automatic),$78.16,$173.51,No
Male,0,No,Yes,20.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,credit card (automatic),$83.27,$5434.03,NO
Female,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed Check,$98.58,$95.81,  Yes  
Male,0,Yes,No,1.0,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,  Mailed check  ,$63.62,$1068.49,YES
Male,0,No,No,19.0,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,No,  Bank transfer (automatic)  ,$48.24,$nan,No
Male,0,Yes,Yes,20.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic Check,$93.06,$2057.28,yes
Female,0,Yes,No,,Yes,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,credit card (automatic),$22.77,$5154.93,no
Male,0,Yes,No,,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed Check,$82.97,$4392.15,NO
Male,0,Yes,No,71.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Credit Card (Automatic),$73.63,$nan,  No  
Female,0,Yes,No,67.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,credit card (automatic),$21.66,$1444.53,  No  
Male,0,No,No,7.0,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,ELECTRONIC CHECK,$77.28,$127.25,NO
Male,0,No,No,67.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),$96.77,$5666.11,No
Male,0,No,No,18.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,  Credit card (automatic)  ,$24.17,$nan,NO
